,代码,名称,收盘价,5日均线,10日均线,20日均线,30日交易量,30日交易额
1731,002304.XSHE,洋河股份,134.01,107.02199999999998,110.181,107.53850000000003,237845069.0,27634745522.72
1732,600052.XSHG,浙江广厦,3.82,2.992,3.221,3.3904999999999994,339992787.0,1229767160.23
1733,300173.XSHE,智慧松德,8.46,6.534000000000001,6.869,6.856500000000001,303187580.0,2203509711.79
1734,000511.XSHE,烯碳退,,,,,,
1735,300016.XSHE,北陆药业,12.47,9.54,10.664,11.161999999999997,726332427.0,8616267725.5
1736,300400.XSHE,劲拓股份,15.76,12.168,13.251,13.384500000000003,135260374.0,1923398008.5500002
1737,603297.XSHG,永新光学,47.7,36.726,40.336,40.168499999999995,34977257.0,1512544573.5800002
1738,002293.XSHE,罗莱生活,10.54,8.178,8.764000000000001,9.1005,67173633.0,651533359.3500001
1739,600308.XSHG,华泰股份,5.06,3.9579999999999997,4.231,4.2925,282841550.0,1314934072.92
1740,000777.XSHE,中核科技,13.38,10.226,11.017999999999999,11.2395,145683798.0,1775509720.5100002
1741,600727.XSHG,鲁北化工,7.23,5.676,6.185,6.4704999999999995,145402745.0,1000637948.81
1742,300077.XSHE,国民技术,8.39,6.536,6.9590000000000005,7.116499999999999,398235767.0,3043122075.2100005
1743,300160.XSHE,秀强股份,8.98,7.086000000000001,7.630000000000001,7.696,1508424398.0,12293156364.02
1744,300276.XSHE,三丰智能,5.61,4.314,4.643,4.805999999999999,458435613.0,2348538783.72
1745,603121.XSHG,华培动力,15.76,11.672,12.334,12.8655,128673555.0,1809823162.7199998
1746,000301.XSHE,东方盛虹,5.73,4.5440000000000005,5.031000000000001,5.311999999999999,168929415.0,946187362.7700002
1747,603027.XSHG,千禾味业,33.53,26.334000000000003,29.160000000000004,28.543499999999995,211557137.0,6397906935.000001
1748,300807.XSHE,天迈科技,44.47,34.370000000000005,37.068999999999996,38.11250000000001,20404892.0,832033728.73
1749,601996.XSHG,丰林集团,2.8,2.1740000000000004,2.3529999999999998,2.4314999999999998,165969712.0,431768123.5300001
1750,000606.XSHE,顺利办,4.4,3.322,3.558,3.7095000000000007,255616761.0,1014908522.2300001
1751,600399.XSHG,ST抚钢,4.28,3.308,3.7039999999999997,3.9724999999999993,231676370.0,962242442.1600001
1752,300723.XSHE,一品红,45.62,35.158,38.769,40.24850000000001,39173698.0,1672282787.98
1753,603197.XSHG,保隆科技,33.7,26.060000000000002,27.814999999999998,28.549,98162342.0,2991329592.1200004
1754,603813.XSHG,原尚股份,20.0,15.063999999999998,15.777000000000001,16.089000000000002,26339404.0,470406252.51000005
1755,300681.XSHE,英搏尔,36.79,28.764,31.96,33.861,17354875.0,626986461.65
1756,002104.XSHE,恒宝股份,9.93,7.622,8.05,8.150500000000003,710538943.0,6243028167.93
1757,002966.XSHE,苏州银行,9.74,7.854000000000001,8.261999999999999,8.2505,636239177.0,5831512626.44
1758,600369.XSHG,西南证券,6.01,4.7620000000000005,4.788,4.649500000000001,1500462756.0,8076374699.89
1759,603029.XSHG,天鹅股份,16.31,12.813999999999998,14.082999999999998,14.679999999999998,22670039.0,350549551.32000005
1760,300839.XSHE,博汇股份,36.0,27.880000000000003,,,,
1761,603726.XSHG,朗迪集团,17.1,13.139999999999997,13.366,13.282500000000004,116761308.0,1733788685.14
1762,002591.XSHE,恒大高新,8.52,6.709999999999999,7.234999999999999,7.563000000000001,199280406.0,1589172363.8700001
1763,300568.XSHE,星源材质,21.0,16.536,17.747000000000003,17.9905,231288921.0,4462291173.09
1764,600380.XSHG,健康元,16.79,12.7,14.190999999999999,15.1535,578598041.0,9177902442.33
1765,300023.XSHE,宝德股份,11.29,8.916,9.681000000000001,10.175,189408603.0,2024853407.6999996
1766,603018.XSHG,中设集团,11.32,8.802,9.463,9.745000000000001,194122098.0,2023853151.4100003
1767,300626.XSHE,华瑞股份,10.67,8.446,9.269,9.673,112876109.0,1158298706.54
1768,002539.XSHE,云图控股,7.35,5.794,6.371,6.5625,326692985.0,2253414541.9100003
1769,300452.XSHE,山河药辅,25.56,19.978,22.532,23.831000000000003,117050644.0,2924542198.14
1770,000726.XSHE,鲁泰A,8.19,6.461999999999999,7.029999999999999,7.339500000000001,113366266.0,888088805.47
1771,600130.XSHG,波导股份,4.41,3.4539999999999997,3.725,3.8354999999999997,630559376.0,2581645037.5599995
1772,300329.XSHE,海伦钢琴,7.62,5.974,6.546000000000001,6.7705,48633734.0,351259110.64
1773,002213.XSHE,特尔佳,18.9,14.654000000000002,16.275,16.5305,55972584.0,971461709.75
1774,000990.XSHE,诚志股份,15.99,12.782,13.125000000000004,12.627,277577923.0,3883667315.32
1775,000024.XSHE,招商地产,,,,,,
1776,300526.XSHE,中潜股份,134.5,103.002,113.636,121.7865,17043927.0,2220834685.48
1777,600405.XSHG,动力源,5.14,4.004,4.297,4.4955,126605672.0,609516198.54
1778,601399.XSHG,ST国重装,5.39,4.208,4.617,4.648000000000001,710217668.0,3441994127.12
1779,002363.XSHE,隆基机械,8.2,6.553999999999999,7.305,7.2715000000000005,277118311.0,2132672308.5300002
1780,002443.XSHE,金洲管道,7.74,5.994,6.428,6.491000000000001,199995819.0,1398772547.87
1781,600898.XSHG,*ST美讯,7.24,5.7299999999999995,6.5920000000000005,7.091500000000001,106374231.0,790992788.22
1782,002202.XSHE,金风科技,11.46,8.842,9.469,9.819500000000001,909016648.0,9511010324.429998
1783,300513.XSHE,恒实科技,14.68,11.388000000000002,12.123000000000001,12.610999999999999,119816270.0,1613632609.2400002
1784,002747.XSHE,埃斯顿,15.5,11.136,11.685,11.2735,349770240.0,4232950175.0599995
1785,603598.XSHG,引力传媒,17.28,13.492,15.021,15.415499999999998,473478633.0,7644563285.5199995
1786,000811.XSHE,冰轮环境,7.21,5.5120000000000005,5.973999999999999,6.0104999999999995,190167921.0,1225258258.18
1787,600246.XSHG,万通地产,8.64,6.644,7.542,8.160999999999998,316367012.0,2694258739.1499996
1788,603686.XSHG,龙马环卫,25.16,19.964,22.059,22.627000000000002,171088505.0,4095818013.1500006
1789,601619.XSHG,嘉泽新能,3.2,2.5160000000000005,2.734,2.8395,190376062.0,577843736.4
1790,002042.XSHE,华孚时尚,6.58,5.122,5.649,5.9745,193455708.0,1212789918.5199997
1791,600489.XSHG,中金黄金,11.05,8.232,8.739,8.7475,1113580422.0,10539005301.81
1792,300320.XSHE,海达股份,5.84,4.552,4.928000000000002,5.136,196441166.0,1071035575.91
1793,603616.XSHG,韩建河山,7.58,5.978,6.404999999999999,6.626,97538277.0,697730137.9
1794,603233.XSHG,大参林,76.93,59.46600000000001,67.93500000000002,71.02700000000002,92960687.0,6912259686.009999
1795,603693.XSHG,江苏新能,13.92,10.792,11.717,12.148499999999999,278166038.0,3563203914.0099998
1796,300098.XSHE,高新兴,7.71,5.782,5.949,6.0005,1274237737.0,8336687154.250001
1797,000702.XSHE,正虹科技,5.83,4.58,5.009,5.133999999999999,164287128.0,897549060.5799999
1798,600899.XSHG,*ST信联,,,,,,
1799,002382.XSHE,蓝帆医疗,28.89,23.718,26.638000000000005,27.7,727539571.0,21221635537.730003
1800,300145.XSHE,中金环境,3.42,2.734,2.946,3.0279999999999996,507853431.0,1650926192.67
1801,600690.XSHG,海尔智家,18.63,14.928,16.433,16.716,899448495.0,15878778640.25
1802,002207.XSHE,准油股份,7.01,5.101999999999999,5.418,5.5265,72306789.0,438705550.53
1803,002703.XSHE,浙江世宝,4.84,3.7879999999999994,4.034000000000001,4.153499999999999,129255893.0,581129659.2200001
1804,300194.XSHE,福安药业,5.98,4.6080000000000005,4.9510000000000005,5.1845,706724051.0,3904835589.1
1805,603839.XSHG,安正时尚,14.09,10.934000000000001,11.937,12.400500000000001,100206141.0,1323325808.98
1806,002026.XSHE,山东威达,5.8,4.3839999999999995,4.712,4.873499999999999,85403318.0,447001020.65000004
1807,000409.XSHE,ST地矿,4.47,3.478,3.7689999999999997,3.9520000000000004,67252792.0,283293678.21
1808,600551.XSHG,时代出版,9.86,7.831999999999999,8.327,8.399499999999998,198513578.0,1807943508.6200004
1809,300830.XSHE,金现代,18.26,13.916,14.85,15.785,274029939.0,4616336805.29
1810,600983.XSHG,惠而浦,5.14,4.026,4.38,4.5665000000000004,122464194.0,594586777.76
1811,002668.XSHE,奥马电器,5.17,4.004,4.2780000000000005,4.4094999999999995,687130743.0,3284801516.4500003
1812,000564.XSHE,供销大集,4.85,3.78,4.075,4.4565,5100972153.0,24319818095.16
1813,600779.XSHG,水井坊,71.18,52.572,57.238,56.277499999999996,123350220.0,7399611199.9
1814,688123.XSHG,聚辰股份,96.19,74.934,76.16600000000001,74.30300000000001,78161898.0,6492477539.64
1815,002305.XSHE,南国置业,3.05,2.396,2.6470000000000002,2.4154999999999998,1308690695.0,3818618818.8499994
1816,603995.XSHG,甬金股份,26.43,20.838,23.337000000000003,23.267999999999997,111122702.0,2763232351.0099998
1817,600079.XSHG,人福医药,29.52,22.338,24.176,24.5785,411806127.0,10680800986.360003
1818,002959.XSHE,小熊电器,119.96,94.08,108.03999999999999,110.4075,55581005.0,6429479961.549999
1819,603843.XSHG,正平股份,5.46,4.274,4.587,4.503500000000001,185890902.0,908607344.2300001
1820,002373.XSHE,千方科技,27.19,21.066,22.518,22.508499999999998,544801828.0,13209293324.329998
1821,603639.XSHG,海利尔,22.38,17.606,19.192,19.6675,65199017.0,1365250547.1000004
1822,000827.XSHE,*ST长兴,,,,,,
1823,000925.XSHE,众合科技,8.03,6.178,6.723999999999999,6.818500000000002,150224580.0,1090966894.45
1824,002386.XSHE,天原集团,5.45,4.258,4.593,4.783500000000001,125504839.0,646368632.3599999
1825,000839.XSHE,中信国安,3.12,2.468,2.4650000000000003,2.473,1334478979.0,3814331472.77
1826,002666.XSHE,德联集团,7.63,6.0,6.534000000000001,6.541499999999999,734752814.0,5176657586.380001
1827,688138.XSHG,清溢光电,41.7,27.99,27.82,26.746000000000002,188715955.0,5513627145.049999
1828,000833.XSHE,粤桂股份,5.14,4.008,4.276999999999999,4.415500000000001,123347682.0,593212860.13
1829,600260.XSHG,凯乐科技,15.25,11.828,12.662,13.008499999999998,605294553.0,8432495717.349998
1830,300075.XSHE,数字政通,15.11,11.672,12.478,12.747499999999999,303317309.0,4106029443.2200003
1831,300607.XSHE,拓斯达,50.65,36.496,38.550999999999995,38.958,173843358.0,7218547081.480001
1832,300218.XSHE,安利股份,7.94,6.282,6.892,7.05,39416169.0,293894059.15000004
1833,300776.XSHE,帝尔激光,91.56,72.13,78.85499999999999,80.64699999999999,38530426.0,3281188209.25
1834,601860.XSHG,紫金银行,5.08,4.098000000000001,4.2379999999999995,4.135,1613948826.0,7564661206.740002
1835,603398.XSHG,邦宝益智,9.5,7.424000000000001,8.128,8.524,75273672.0,678909002.51
1836,002251.XSHE,步步高,14.6,11.336,12.444999999999999,12.3855,221028231.0,2849559332.56
1837,300525.XSHE,博思软件,40.92,31.110000000000003,34.369,33.6025,131913251.0,4708438564.89
1838,300604.XSHE,长川科技,34.25,27.058,28.885,28.8435,148728476.0,4596326898.85
1839,002176.XSHE,*ST江特,1.82,1.464,1.612,1.5985,557886564.0,955977841.9200001
1840,603585.XSHG,苏利股份,18.99,14.972,16.404000000000003,16.9595,19949293.0,359468392.7200001
1841,300558.XSHE,贝达药业,149.5,114.7,126.131,123.2855,118720875.0,15439374820.45
1842,600987.XSHG,航民股份,5.9,4.609999999999999,5.0,5.191000000000001,93518497.0,517503798.65
1843,002065.XSHE,东华软件,14.72,11.102,11.745000000000001,11.624000000000002,2090874049.0,26025049851.800003
1844,002350.XSHE,北京科锐,5.74,4.514,4.926000000000001,5.074999999999999,210998168.0,1150916428.6100001
1845,000010.XSHE,*ST美丽,3.72,3.016,3.407,3.652499999999999,44908305.0,171912096.05
1846,300809.XSHE,华辰装备,21.7,16.990000000000002,18.423999999999996,19.160000000000004,19275821.0,394483569.12999994
1847,600243.XSHG,*ST海华,2.74,2.184,2.3890000000000002,2.5645000000000007,36228504.0,99273324.49
1848,600189.XSHG,吉林森工,3.47,2.672,2.8619999999999997,3.0305,77561916.0,248266834.92000002
1849,300296.XSHE,利亚德,7.08,5.57,5.893,5.9225,1143801414.0,7302231119.229999
1850,600610.XSHG,*ST毅达,3.26,2.6079999999999997,2.933999999999999,3.0969999999999986,0.0,0.0
1851,300244.XSHE,迪安诊断,34.8,27.637999999999998,31.127999999999997,32.1675,244047073.0,8275742846.669998
1852,603586.XSHG,金麒麟,17.42,13.672,14.818000000000001,15.503,21999962.0,361401259.28
1853,600268.XSHG,国电南自,9.83,7.57,7.989,8.099500000000003,818202572.0,7086485861.07
1854,000006.XSHE,深振业A,7.81,6.164,6.67,6.253500000000001,1402757270.0,9545678282.39
1855,002571.XSHE,德力股份,5.7,4.4,4.9670000000000005,5.0200000000000005,638350408.0,3634431960.39
1856,001896.XSHE,豫能控股,3.67,2.846,3.053,3.1555,190016126.0,645230928.3199999
1857,300823.XSHE,建科机械,31.71,24.866000000000003,26.797999999999995,28.118000000000002,40952778.0,1227744236.33
1858,600726.XSHG,华电能源,2.28,1.7439999999999998,1.818,1.8565,283153310.0,580838741.4499999
1859,000651.XSHE,格力电器,59.82,48.13,52.774,55.3045,1369087707.0,80107892918.96
1860,002689.XSHE,远大智能,3.89,3.012,3.2239999999999993,3.3755,277508083.0,1000270549.9799998
1861,300188.XSHE,美亚柏科,24.08,18.241999999999997,19.079,19.727999999999998,252329957.0,5353293281.940001
1862,601990.XSHG,南京证券,17.32,14.152000000000001,14.642,14.479000000000003,2842627915.0,45709319847.880005
1863,600021.XSHG,上海电力,8.17,6.5280000000000005,7.064,7.171000000000001,179569735.0,1373927062.51
1864,300638.XSHE,广和通,64.66,49.76,54.166,54.86200000000001,112670018.0,6518229084.860002
1865,300090.XSHE,盛运环保,0.32,0.256,0.288,0.30400000000000005,0.0,0.0
1866,002107.XSHE,沃华医药,12.2,9.24,10.107000000000001,10.4845,345926500.0,3829773880.1
1867,002013.XSHE,中航机电,10.66,7.803999999999999,7.903000000000001,7.8825,674612156.0,5956796799.86
1868,300790.XSHE,宇瞳光学,26.3,20.276,21.922,22.834999999999997,102965480.0,2497638386.9199996
1869,600331.XSHG,宏达股份,2.45,1.8820000000000001,1.988,2.0460000000000003,459296477.0,1027234549.98
1870,000578.XSHE,盐湖集团,,,,,,
1871,000799.XSHE,酒鬼酒,78.04,61.778,69.47399999999999,63.370999999999995,495319060.0,34490950985.34
1872,300684.XSHE,中石科技,37.96,29.71,31.817,32.414500000000004,115093009.0,3954294132.4100003
1873,000426.XSHE,兴业矿业,9.33,7.0,7.239999999999999,7.0115,1013766930.0,7621195040.409999
1874,300394.XSHE,天孚通信,64.38,48.815999999999995,53.428999999999995,52.8615,79273047.0,4395629482.539999
1875,300414.XSHE,中光防雷,12.82,9.91,10.647,11.098500000000001,85441215.0,1012573521.03
1876,002463.XSHE,沪电股份,28.05,21.55,23.321000000000005,23.7415,1104378818.0,28042169189.939995
1877,603566.XSHG,普莱柯,27.75,21.858,24.418,26.2615,87113970.0,2406023506.6600003
1878,300084.XSHE,海默科技,4.75,3.69,3.7849999999999993,3.795000000000001,178719332.0,786198802.49
1879,601908.XSHG,京运通,5.12,3.8340000000000005,4.116,4.083,1377914967.0,6010313157.5
1880,000022.XSHE,深赤湾A,,,,,,
1881,300372.XSHE,欣泰退,,,,,,
1882,000851.XSHE,高鸿股份,10.6,8.16,8.244,8.0015,1645470330.0,14669884985.019997
1883,600873.XSHG,梅花生物,4.9,3.9,4.2509999999999994,4.409,640066751.0,2983325774.96
1884,000819.XSHE,岳阳兴长,8.23,6.452000000000001,7.0600000000000005,7.257,91010601.0,705308525.49
1885,002972.XSHE,科安达,26.34,20.41,22.148,23.102999999999998,39478789.0,969020384.39
1886,000952.XSHE,广济药业,9.15,7.272,7.94,8.3725,135251376.0,1205779628.6299999
1887,001696.XSHE,宗申动力,7.84,5.988,6.209999999999999,6.045,564075836.0,3758362335.3199997
1888,600328.XSHG,中盐化工,7.96,6.246,6.708,6.914,113223623.0,845280606.6599998
1889,600740.XSHG,山西焦化,5.43,4.194,4.340000000000001,4.422,525372044.0,2535131675.12
1890,000958.XSHE,东方能源,4.91,3.8659999999999997,4.067,4.156499999999999,259668677.0,1176892664.66
1891,300665.XSHE,飞鹿股份,10.79,8.502,9.272,9.52,34439554.0,348272155.29999995
1892,002835.XSHE,同为股份,12.43,9.782,10.554000000000002,10.6455,82558609.0,938824524.79
1893,600702.XSHG,舍得酒业,39.27,30.532000000000004,34.391,33.11750000000001,317776185.0,11384234988.85
1894,002840.XSHE,华统股份,13.08,10.336,11.184000000000001,10.727,188323667.0,2170229890.68
1895,000153.XSHE,丰原药业,8.38,6.566000000000001,7.156000000000001,7.510499999999999,258143011.0,2053002641.6100006
1896,002170.XSHE,芭田股份,4.25,3.2760000000000007,3.5439999999999996,3.658,377920481.0,1480050080.83
1897,000517.XSHE,荣安地产,2.82,2.226,2.377,2.4155,288352035.0,755683695.43
1898,600213.XSHG,亚星客车,7.63,5.92,6.419999999999999,6.6855,65934231.0,470726446.45000005
1899,600054.XSHG,黄山旅游,8.77,6.912000000000001,7.511,7.8115000000000006,91576254.0,762864989.49
1900,300759.XSHE,康龙化成,101.2,80.446,89.18200000000002,87.3485,85200046.0,7829824242.580001
1901,002184.XSHE,海得控制,15.91,12.201999999999998,12.917000000000002,13.0725,197469275.0,2778989101.5600004
1902,688310.XSHG,迈得医疗,41.49,32.312,34.718,35.16199999999999,36743921.0,1363038313.8799994
1903,000663.XSHE,*ST永林,4.16,3.314,3.6650000000000005,3.9150000000000005,48337319.0,199054861.30999997
1904,603969.XSHG,银龙股份,4.76,3.678,4.013,4.2255,566042093.0,2535205142.9199996
1905,002387.XSHE,维信诺,17.05,12.512,13.431000000000001,13.769,524980591.0,7790081041.349998
1906,002891.XSHE,中宠股份,40.99,32.256,36.399,37.923500000000004,103676091.0,4163102038.32
1907,300847.XSHE,中船汉光,9.99,,,,,
1908,002734.XSHE,利民股份,16.42,12.812000000000001,13.659,13.889499999999998,302322693.0,4470619127.05
1909,002683.XSHE,宏大爆破,46.58,34.286,34.894,35.61300000000001,218660729.0,8350509862.86
1910,002334.XSHE,英威腾,5.71,4.476000000000001,4.59,4.441,675905618.0,3485681327.660001
1911,600849.XSHG,上药转换,,,,,,
1912,002215.XSHE,诺普信,6.58,5.148000000000001,5.565,5.800999999999999,269259493.0,1662682338.18
1913,000950.XSHE,重药控股,5.47,4.273999999999999,4.6739999999999995,4.872999999999999,142965037.0,740992246.21
1914,300458.XSHE,全志科技,47.0,34.608,35.532,33.807,327331326.0,12172896289.52
1915,300184.XSHE,力源信息,7.22,5.587999999999999,6.007,6.310499999999999,541399798.0,3650582651.4
1916,300585.XSHE,奥联电子,15.37,11.937999999999999,12.991,13.720499999999998,50506071.0,737417495.15
1917,002969.XSHE,嘉美包装,9.21,6.786,7.228999999999999,7.449000000000001,86709484.0,698451819.75
1918,002755.XSHE,奥赛康,19.97,15.378,16.892,17.503500000000003,139253753.0,2580740985.24
1919,000029.XSHE,深深房A,11.17,8.936,10.053,10.611499999999996,0.0,0.0
1920,600170.XSHG,上海建工,3.36,2.6759999999999997,2.893,2.9875000000000003,617431190.0,1983439982.5099998
1921,002394.XSHE,联发股份,9.75,7.714,8.347999999999999,8.659500000000001,57960439.0,536671233.71000004
1922,300469.XSHE,信息发展,12.17,9.416,10.094,10.505499999999998,119409620.0,1352934862.57
1923,300410.XSHE,正业科技,7.5,5.840000000000001,6.236000000000001,6.437,237650303.0,1630919276.12
1924,002766.XSHE,*ST索菱,3.28,2.632,2.994,3.1105,56111980.0,184299267.29
1925,000977.XSHE,浪潮信息,44.69,33.803999999999995,35.94799999999999,38.084500000000006,1303144274.0,51579478915.22001
1926,002370.XSHE,亚太药业,5.46,4.092,4.433,4.597499999999999,249664924.0,1231383494.7600002
1927,000016.XSHE,深康佳A,8.27,6.305999999999999,6.642,6.7465,1516816608.0,11055856692.53
1928,600744.XSHG,华银电力,2.73,2.034,2.1550000000000002,2.2089999999999996,231595488.0,569768090.6999999
1929,002504.XSHE,弘高创意,2.76,2.136,2.282,2.3724999999999996,177619125.0,453633430.4
1930,603477.XSHG,振静股份,14.16,11.274000000000001,12.275,12.840500000000002,115366282.0,1579970176.43
1931,600058.XSHG,五矿发展,7.13,5.534,5.83,5.9595,106990891.0,694214861.1199999
1932,688080.XSHG,映翰通,106.79,80.07000000000001,86.273,88.8095,20429782.0,1938757464.5200002
1933,601169.XSHG,北京银行,5.52,4.43,4.713000000000001,4.8005,2021511689.0,10665058000.980001
1934,300245.XSHE,天玑科技,11.25,8.778,9.459,9.689000000000002,142859201.0,1471025313.8700001
1935,000712.XSHE,锦龙股份,15.8,12.368,12.681000000000001,12.456500000000002,397169941.0,5575922567.41
1936,600295.XSHG,鄂尔多斯,7.94,6.238,6.7029999999999985,6.891499999999999,104755495.0,777046551.62
1937,300608.XSHE,思特奇,18.39,14.254,15.323000000000002,15.727999999999998,35904754.0,600614989.0600001
1938,600479.XSHG,千金药业,9.9,7.748,8.505,8.785,186002875.0,1729779641.2399998
1939,002850.XSHE,科达利,83.82,65.24,68.22,64.16749999999999,68993114.0,4498971024.110001
1940,603697.XSHG,有友食品,20.14,16.080000000000002,18.431,18.453999999999997,200961802.0,3924618325.32
1941,300569.XSHE,天能重工,9.31,7.168000000000001,7.67,7.916000000000001,147889012.0,1252896431.97
1942,300355.XSHE,蒙草生态,3.01,2.352,2.539,2.6559999999999997,325733269.0,918398421.2800001
1943,002087.XSHE,新野纺织,4.08,3.1399999999999997,3.376,3.5065,466636065.0,1747996270.33
1944,002493.XSHE,荣盛石化,15.55,11.87,12.169,12.065500000000002,568178816.0,7675010987.870001
1945,600696.XSHG,ST岩石,8.74,7.0920000000000005,8.024,8.431000000000001,41211886.0,364826403.85
1946,002099.XSHE,海翔药业,8.36,6.5,7.139,7.479499999999999,626963240.0,4951868527.48
1947,300073.XSHE,当升科技,35.33,28.218000000000007,30.669,30.8555,346331020.0,11299304159.95
1948,600027.XSHG,华电国际,3.81,3.0220000000000002,3.255,3.3590000000000004,660086138.0,2366305310.42
1949,002736.XSHE,国信证券,14.81,11.456,11.599,11.261,801471802.0,10261290768.82
1950,000506.XSHE,中润资源,2.92,2.15,2.2879999999999994,2.3065,331383394.0,839921472.13
1951,002093.XSHE,国脉科技,10.11,7.8180000000000005,8.358,8.579999999999998,440324762.0,4083148388.75
1952,601599.XSHG,鹿港文化,3.19,2.552,2.7410000000000005,2.6804999999999994,323885143.0,911084301.51
1953,300018.XSHE,中元股份,6.35,4.9719999999999995,5.378,5.6045,303954686.0,1808875785.95
1954,603712.XSHG,七一二,41.33,32.686,35.236000000000004,35.065000000000005,174119110.0,6391666859.01
1955,600240.XSHG,退市华业,,,,,,
1956,000768.XSHE,中航飞机,23.84,17.924,18.019,17.5105,643248163.0,12821615316.27
1957,000951.XSHE,中国重汽,31.59,25.068,27.945999999999998,28.4515,109700669.0,3294029836.32
1958,601377.XSHG,兴业证券,9.03,6.706,6.8420000000000005,6.3595,3229611523.0,23872044377.03
1959,000552.XSHE,靖远煤电,2.62,2.054,2.163,2.1925,486369836.0,1163509963.84
1960,002436.XSHE,兴森科技,15.83,11.65,12.209999999999999,12.154,1155540088.0,15317778213.26
1961,601858.XSHG,中国科传,9.75,7.651999999999999,8.288,8.625,77739385.0,712340177.63
1962,600485.XSHG,*ST信威,1.39,1.1119999999999999,1.2510000000000001,1.3205000000000005,0.0,0.0
1963,603688.XSHG,石英股份,27.76,21.094,22.526999999999997,22.214000000000006,165808396.0,3951907893.5600004
1964,603823.XSHG,百合花,18.32,14.244,15.514,17.230500000000003,104132844.0,1917123282.99
1965,600296.XSHG,S兰铝,,,,,,
1966,002316.XSHE,亚联发展,7.15,5.684,5.828,5.8795,244417032.0,1605398016.3099997
1967,002357.XSHE,富临运业,6.02,4.71,5.133999999999999,5.3285,66454662.0,377470789.11
1968,300730.XSHE,科创信息,14.6,11.238000000000001,12.019,12.522,68069343.0,912744768.8100001
1969,600683.XSHG,京投发展,4.44,3.482,3.7409999999999997,3.8385,177428055.0,727739982.9000001
1970,300842.XSHE,帝科股份,79.35,55.33799999999999,50.26899999999999,,,
1971,002074.XSHE,国轩高科,30.22,24.056,25.564,27.073499999999996,1186438929.0,34260660685.50999
1972,603229.XSHG,奥翔药业,48.28,38.092,43.883,46.30199999999999,106660058.0,5183200073.81
1973,002771.XSHE,真视通,14.23,11.059999999999999,11.89,12.3265,72551814.0,958231966.3599999
1974,600616.XSHG,金枫酒业,5.06,3.914,4.159000000000001,4.1435,237231454.0,1071140466.3599999
1975,002913.XSHE,奥士康,62.25,49.212,54.092999999999996,54.295,57477677.0,3337446375.66
1976,601669.XSHG,中国电建,4.5,3.492,3.5189999999999997,3.4905,2095893705.0,8405750396.03
1977,603017.XSHG,中衡设计,11.8,9.104,9.845,10.337,38694822.0,426584067.59
1978,000503.XSHE,国新健康,13.43,10.398,11.119,11.353500000000002,366523758.0,4442589035.31
1979,000883.XSHE,湖北能源,3.95,3.09,3.3280000000000003,3.4135,226570629.0,833598316.3699999
1980,000909.XSHE,数源科技,9.87,7.636,8.233,8.7835,279510828.0,2617913372.2599998
1981,300479.XSHE,神思电子,17.85,13.794,14.620999999999999,14.988500000000002,89757359.0,1451957503.68
1982,300726.XSHE,宏达电子,35.49,25.93,26.853999999999996,26.720499999999998,122577314.0,3645150186.6899996
1983,000622.XSHE,恒立实业,4.4,3.35,3.5550000000000006,3.6665,155090450.0,619452415.96
1984,002515.XSHE,金字火腿,7.11,5.470000000000001,5.925,6.184499999999999,789692544.0,5186760600.67
1985,000903.XSHE,云内动力,6.31,4.804,5.088,5.409999999999999,1257253742.0,7248453391.77
1986,600350.XSHG,山东高速,6.38,5.09,5.422000000000001,5.6125,210855755.0,1259179715.11
1987,600321.XSHG,正源股份,2.19,1.722,1.8630000000000007,1.9404999999999997,189848086.0,393280860.57
1988,002742.XSHE,三圣股份,6.94,5.456,5.892999999999999,6.1395,81349039.0,531249020.89000005
1989,000523.XSHE,广州浪奇,5.97,4.704,5.122000000000001,5.331999999999999,139593058.0,792552817.48
1990,002249.XSHE,大洋电机,4.16,3.22,3.4410000000000003,3.5429999999999993,659728207.0,2514839523.13
1991,603335.XSHG,迪生力,5.19,4.086,4.411,4.444,187312188.0,892727958.7700001
1992,600586.XSHG,金晶科技,3.82,2.9859999999999998,3.315,3.05,1348984732.0,4875833970.16
1993,300548.XSHE,博创科技,79.02,58.327999999999996,60.25,56.4225,75189774.0,4500065245.62
1994,002560.XSHE,通达股份,9.1,7.074,7.595999999999999,7.741499999999999,319768685.0,2642452655.6400003
1995,300796.XSHE,贝斯美,21.81,17.108,18.695999999999998,19.438000000000002,33113211.0,682563169.6700001
1996,002749.XSHE,国光股份,13.54,10.553999999999998,11.655000000000001,12.232,59511400.0,767432043.68
1997,300450.XSHE,先导智能,50.23,39.275999999999996,42.55,44.6865,298995881.0,14190409713.17
1998,603728.XSHG,鸣志电器,14.01,11.049999999999999,12.075,12.736499999999996,64938451.0,874736699.94
1999,002361.XSHE,神剑股份,4.75,3.71,4.013,4.214000000000001,224730468.0,1005677739.8799999
2000,000970.XSHE,中科三环,11.19,8.77,9.331999999999999,9.754999999999999,510083399.0,5343560699.3
2001,000532.XSHE,华金资本,12.83,10.248,11.132000000000001,11.274000000000001,245432810.0,2955270361.7999997
2002,002518.XSHE,科士达,14.62,11.574,12.209,12.1775,181056522.0,2384449913.54
2003,000099.XSHE,中信海直,7.67,6.026000000000001,6.49,6.6425,145263920.0,1043441766.6700002
2004,300158.XSHE,振东制药,5.84,4.5360000000000005,4.949,5.129500000000001,593562351.0,3237513104.6300006
