,代码,名称,收盘价,5日均线,10日均线,20日均线,30日交易量,30日交易额
1,002233.XSHE,塔牌集团,13.49,10.594000000000001,11.473999999999998,11.790000000000003,474352388.0,5960615549.910001
2,603809.XSHG,豪能股份,14.82,11.536,12.381,12.708000000000002,65122352.0,872145772.1099999
3,600205.XSHG,S山东铝,,,,,,
4,002897.XSHE,意华股份,37.76,29.669999999999998,32.051,32.467999999999996,177584954.0,6106758685.220001
5,002906.XSHE,华阳集团,18.25,13.64,14.422000000000002,13.918000000000001,159940224.0,2429959168.42
6,002596.XSHE,海南瑞泽,7.32,5.744,6.237,6.5845,711191444.0,4974354899.300001
7,300846.XSHE,首都在线,8.6,5.998,,,,
8,600387.XSHG,海越能源,8.64,6.709999999999999,7.300999999999999,7.779499999999999,277404062.0,2301492963.17
9,600393.XSHG,粤泰股份,3.26,2.608,2.758,2.8165,618876703.0,1898364064.55
10,688015.XSHG,交控科技,50.35,39.294,42.144,43.445499999999996,39707091.0,1845080337.5700002
11,000988.XSHE,华工科技,27.11,20.3,22.360000000000003,22.669,942447240.0,22874615353.199997
12,300643.XSHE,万通智控,16.13,12.5,13.337,13.754999999999999,111916764.0,1649454529.87
13,002060.XSHE,粤水电,3.43,2.626,2.779,2.8459999999999996,312729520.0,970997368.75
14,002296.XSHE,辉煌科技,7.93,6.159999999999999,6.659000000000001,6.840000000000001,172761979.0,1262123592.0700002
15,603217.XSHG,元利科技,30.43,23.78,25.784000000000002,26.943499999999993,20276377.0,583077423.08
16,300033.XSHE,同花顺,177.51,138.89600000000002,138.949,130.8855,267230549.0,37983168711.82
17,600831.XSHG,广电网络,8.81,6.816000000000001,7.269,7.641999999999999,585016741.0,4738740760.329999
18,002858.XSHE,力盛赛车,15.91,12.113999999999999,12.963,13.720000000000002,36450744.0,530879000.60999995
19,600468.XSHG,百利电气,5.69,4.386000000000001,4.7379999999999995,4.725,284237493.0,1437548937.1000001
20,000949.XSHE,新乡化纤,3.78,2.956,3.217,3.3435,357239114.0,1271860138.2
21,600258.XSHG,首旅酒店,18.1,14.014,14.863999999999999,15.397,332809797.0,5476568738.54
22,603220.XSHG,中贝通信,19.58,15.298000000000002,16.467000000000002,17.032999999999998,94148580.0,1721087292.9700003
23,600687.XSHG,*ST刚泰,1.2,0.9199999999999999,1.0259999999999998,1.0939999999999999,165398459.0,191382706.69
24,002610.XSHE,爱康科技,1.7,1.356,1.404,1.3699999999999999,2823938847.0,4379493857.71
25,002562.XSHE,兄弟科技,6.3,4.78,5.08,5.189500000000001,342055096.0,1927794484.64
26,600788.XSHG,*ST达曼,,,,,,
27,300827.XSHE,上能电气,49.8,38.617999999999995,42.288,43.473,46217642.0,2124788174.5299997
28,600890.XSHG,中房股份,7.98,5.962,6.561,6.817,130329167.0,943951348.9200001
29,300843.XSHE,胜蓝股份,23.21,16.186,,,,
30,000591.XSHE,太阳能,4.0,2.9699999999999998,3.142,3.168,671739698.0,2397885660.75
31,600682.XSHG,南京新百,13.96,9.78,9.987,9.769499999999997,416065929.0,4511430579.34
32,600379.XSHG,宝光股份,6.48,5.106,5.578999999999999,5.850499999999999,69202355.0,427489163.47999996
33,603912.XSHG,佳力图,24.81,19.408,20.769,21.046,167408798.0,3703890691.6500006
34,002606.XSHE,大连电瓷,8.55,6.630000000000001,7.264999999999999,7.417000000000002,307542932.0,2434014233.2799997
35,603536.XSHG,惠发食品,15.52,12.022,13.137,13.943499999999997,114767931.0,1691326675.45
36,002375.XSHE,亚厦股份,11.73,9.078,9.605,9.703999999999999,245988370.0,2540964262.0400004
37,600094.XSHG,大名城,6.39,5.066,5.531000000000001,5.7645,1066486414.0,6528519099.070001
38,601155.XSHG,新城控股,38.09,30.23,31.496000000000002,31.6315,282526938.0,9566601324.18
39,002051.XSHE,中工国际,8.37,6.581999999999999,6.984,7.200500000000001,169798901.0,1317528784.97
40,603667.XSHG,五洲新春,8.66,6.787999999999999,7.341999999999999,7.775000000000001,88342807.0,726347956.3000001
41,002300.XSHE,太阳电缆,6.43,5.022,5.42,5.618,136528039.0,819380311.9499999
42,603038.XSHG,华立股份,12.2,9.526,10.288,10.328,30130417.0,331437799.89
43,603045.XSHG,福达合金,14.68,11.616,12.575,12.881500000000003,101824970.0,1397059169.3800004
44,600800.XSHG,天津磁卡,5.11,4.008,4.362,4.5785,134226655.0,654992849.25
45,002270.XSHE,华明装备,6.75,5.076,5.339,5.462,455292431.0,2679701104.8
46,002044.XSHE,美年健康,15.81,12.110000000000001,13.288,12.831999999999999,1046804192.0,14255052451.920002
47,002378.XSHE,章源钨业,4.96,3.838,3.9979999999999998,4.081999999999999,203795635.0,916599610.26
48,002199.XSHE,东晶电子,9.15,7.064,7.557,7.875,97080584.0,816255085.47
49,300338.XSHE,开元股份,8.0,6.228,6.76,7.0435,81766755.0,612383889.4699999
50,002226.XSHE,江南化工,6.25,4.802,5.295,5.542,343706057.0,2000784285.44
51,601789.XSHG,宁波建工,5.49,4.294,4.596,4.702,888528301.0,4486025324.6
52,000669.XSHE,*ST金鸿,1.81,1.432,1.556,1.5944999999999996,147929463.0,249329807.87000003
53,600458.XSHG,时代新材,7.35,5.744,6.154000000000001,6.35,140382765.0,954821483.9399998
54,000515.XSHE,攀渝钛业,,,,,,
55,002622.XSHE,融钰集团,3.32,2.612,2.836,2.9464999999999995,381835528.0,1204577032.8000002
56,688505.XSHG,复旦张江,41.09,29.938,32.524,,,
57,300036.XSHE,超图软件,29.24,22.158,23.564,23.9165,228818179.0,5849936001.25
58,603258.XSHG,电魂网络,57.93,45.538,49.813,48.76149999999999,168914990.0,8577014279.219998
59,300107.XSHE,建新股份,6.26,4.767999999999999,5.147,5.337999999999999,111361084.0,640833457.7
60,300215.XSHE,电科院,6.91,5.41,5.839,6.032,111444091.0,718392232.6299999
61,603223.XSHG,恒通股份,13.78,10.848,12.020000000000001,11.614,82014799.0,1019804634.4399999
62,300657.XSHE,弘信电子,28.3,20.71,20.635,19.7955,321658248.0,6961977350.34
63,002820.XSHE,桂发祥,12.9,9.958,10.580000000000002,10.752,85935532.0,989578534.1899999
64,688023.XSHG,安恒信息,328.45,257.854,281.45,279.89149999999995,8380041.0,2497118145.79
65,300303.XSHE,聚飞光电,6.7,5.202,5.521,5.6259999999999994,1070478423.0,6439514472.670001
66,600010.XSHG,包钢股份,1.27,0.9760000000000002,1.034,1.0655,9378054424.0,10808185887.42
67,600176.XSHG,中国巨石,10.2,8.024,8.747,9.092499999999998,916256743.0,8836855979.19
68,603169.XSHG,兰石重装,4.97,3.904,4.069,4.147,182326782.0,849621695.6299999
69,300591.XSHE,万里马,6.94,5.448,5.976000000000001,6.281499999999999,215247838.0,1453260844.0000002
70,000852.XSHE,石化机械,5.26,4.068,4.3839999999999995,4.532500000000001,111848933.0,546227140.69
71,000033.XSHE,新都退,,,,,,
72,002021.XSHE,ST中捷,2.22,1.6740000000000002,1.8369999999999997,1.8989999999999998,91822658.0,186537665.07999998
73,002317.XSHE,众生药业,17.46,13.844,15.464000000000002,14.664499999999999,841134641.0,13578586682.25
74,600598.XSHG,北大荒,17.53,13.674000000000001,14.788,14.847000000000003,801446540.0,12724755742.070002
75,002786.XSHE,银宝山新,8.32,6.552,7.003,7.331500000000001,104379351.0,821880928.25
76,600527.XSHG,江南高纤,2.81,2.164,2.33,2.505,1362187518.0,3631579610.7100005
77,300717.XSHE,华信新材,16.25,12.697999999999999,13.791,14.223499999999998,26069678.0,394805061.68
78,300535.XSHE,达威股份,13.19,10.328,11.277,11.744000000000002,21189795.0,263321127.51
79,603021.XSHG,山东华鹏,8.11,6.419999999999999,7.001,6.865,192931554.0,1439797178.16
80,002063.XSHE,远光软件,11.4,8.739999999999998,9.255,9.447500000000002,530580581.0,5334967329.36
81,603681.XSHG,永冠新材,20.01,15.702000000000002,17.044999999999998,17.639499999999998,39534682.0,744560945.91
82,600067.XSHG,冠城大通,3.95,3.086,3.3020000000000005,3.3905000000000007,135869014.0,496652170.4499999
83,601366.XSHG,利群股份,6.43,5.066,5.6080000000000005,5.833,148192147.0,910645551.77
84,600571.XSHG,信雅达,10.02,7.856,8.342,8.322,258180934.0,2340516747.8699994
85,300249.XSHE,依米康,6.97,5.4159999999999995,5.841,6.078,199632062.0,1295561182.18
86,000800.XSHE,一汽解放,13.03,10.358,10.733,11.036999999999999,527190124.0,6270672252.1
87,600745.XSHG,闻泰科技,160.03,118.64199999999998,123.628,118.8655,529043650.0,66499139070.82
88,000625.XSHE,长安汽车,12.93,10.274,10.806999999999999,11.120999999999999,899011694.0,10620203824.119999
89,002792.XSHE,通宇通讯,28.28,21.82,23.292,23.921,108650177.0,2782050532.66
90,300424.XSHE,航新科技,15.65,12.010000000000002,12.755,13.1885,64233584.0,921577463.8399999
91,600284.XSHG,浦东建设,6.97,5.566,5.93,6.0905000000000005,209335389.0,1390497009.97
92,600609.XSHG,金杯汽车,8.5,6.859999999999999,7.01,6.581500000000001,733441299.0,5136430157.790001
93,600653.XSHG,申华控股,2.01,1.58,1.703,1.7605,271039040.0,514688010.1399999
94,002698.XSHE,博实股份,13.83,10.633999999999999,11.619,11.847,231288513.0,2894842775.37
95,002047.XSHE,宝鹰股份,5.7,4.35,4.801,4.825000000000001,641252949.0,3370108004.42
96,002822.XSHE,中装建设,9.66,7.614,8.081999999999999,8.395999999999999,296238383.0,2665254728.05
97,601098.XSHG,中南传媒,11.38,9.022000000000002,9.818999999999999,10.2815,169288661.0,1839051196.9199998
98,603993.XSHG,洛阳钼业,4.52,3.524,3.6599999999999993,3.662,4458973077.0,17816177571.170002
99,300425.XSHE,中建环能,4.67,3.658,3.9769999999999994,4.182,101439276.0,450936186.78
100,603383.XSHG,顶点软件,61.39,47.327999999999996,46.635999999999996,43.748000000000005,128123778.0,6218695526.83
101,000065.XSHE,北方国际,8.32,6.446000000000001,6.939000000000002,7.1819999999999995,83851353.0,646026754.6400001
102,600659.XSHG,*ST花雕,,,,,,
103,300142.XSHE,沃森生物,54.49,41.974000000000004,47.262,50.02499999999999,856265995.0,44917025924.99
104,300191.XSHE,潜能恒信,20.39,15.626,16.875,17.1315,88741649.0,1636831355.77
105,002629.XSHE,*ST仁智,2.93,2.3739999999999997,2.698,2.7479999999999993,86297521.0,252897547.87999997
106,603301.XSHG,振德医疗,85.92,59.918000000000006,57.14,51.256499999999996,173723365.0,8439204224.12
107,603518.XSHG,锦泓集团,7.01,5.459999999999999,5.906,6.2085,51925615.0,341046255.16999996
108,002714.XSHE,牧原股份,90.75,70.71600000000001,76.115,73.8155,631329106.0,49695269541.149994
109,002262.XSHE,恩华药业,17.17,13.464000000000002,14.854000000000003,15.533000000000005,456137416.0,7469332690.179999
110,600847.XSHG,万里股份,11.53,9.038,9.895000000000001,10.388499999999999,15417276.0,169626429.83
111,600540.XSHG,新赛股份,5.95,4.6,4.948,5.097,745040850.0,4005566715.1500006
112,002616.XSHE,长青集团,12.04,9.202,10.251,10.827000000000002,207731150.0,2376593364.5699997
113,603308.XSHG,应流股份,23.76,17.502000000000002,18.862999999999996,18.471500000000002,169952624.0,3356446891.93
114,000590.XSHE,启迪古汉,10.85,8.474,9.292,9.703499999999998,55578259.0,570537775.1800001
115,002983.XSHE,芯瑞达,59.68,44.144,46.5,46.372,188862342.0,9337776250.989998
116,002112.XSHE,三变科技,8.46,6.7780000000000005,7.5,7.425500000000001,232367462.0,1835147313.2900002
117,300750.XSHE,宁德时代,205.02,155.19400000000002,162.557,162.7295,408446710.0,70653042630.01999
118,600325.XSHG,华发股份,7.6,6.124,6.547,6.536,683005225.0,4853346627.26
119,601778.XSHG,晶科科技,8.87,6.7459999999999996,7.290000000000001,7.596500000000001,1268329616.0,10239669500.189999
120,603939.XSHG,益丰药房,85.0,65.638,75.61699999999999,78.65950000000001,70412845.0,5812391666.96
121,002808.XSHE,恒久科技,10.3,8.081999999999999,8.729,8.907500000000002,174840263.0,1659329387.28
122,300521.XSHE,爱司凯,23.95,17.688,19.003999999999998,19.779,200192858.0,4202285242.3800006
123,000541.XSHE,佛山照明,5.98,4.766,5.121,5.142,463856912.0,2550359828.21
124,603387.XSHG,基蛋生物,42.75,32.944,36.532,36.477500000000006,158917473.0,6076153381.320001
125,002890.XSHE,弘宇股份,37.6,29.851999999999997,33.536,35.2585,13231270.0,493847357.62
126,000061.XSHE,农产品,8.26,6.452,6.926,7.297999999999999,524797465.0,4070498580.72
127,600549.XSHG,厦门钨业,15.65,11.425999999999998,11.761,11.909499999999998,416932495.0,5599379971.190001
128,600288.XSHG,大恒科技,12.45,9.841999999999999,10.698,11.120000000000001,75405825.0,893572411.7399999
129,002306.XSHE,ST云网,3.23,2.5060000000000002,2.7820000000000005,2.9739999999999998,66420575.0,207130673.55
130,300805.XSHE,电声股份,25.9,19.926,21.543,22.4155,64172071.0,1534218183.5300002
131,300021.XSHE,大禹节水,4.97,3.886,4.1579999999999995,4.331,298817594.0,1383713608.5100002
132,000155.XSHE,川能动力,5.61,4.436,4.769,4.6345,706755001.0,3580478798.29
133,002855.XSHE,捷荣技术,12.69,9.596,10.053,10.245999999999999,71314190.0,802576055.07
134,600864.XSHG,哈投股份,7.93,6.358,6.367,6.338500000000001,1141339690.0,8075950957.870001
135,002168.XSHE,惠程科技,8.74,6.766,7.394999999999999,7.915000000000002,854490893.0,7134306002.690001
136,002823.XSHE,凯中精密,12.65,9.684000000000001,10.257000000000001,10.506000000000002,86509027.0,980215128.1599998
137,002583.XSHE,海能达,9.4,7.294,7.468999999999999,7.422,1329910496.0,10635414903.960001
138,002352.XSHE,顺丰控股,61.6,48.266000000000005,51.766000000000005,53.335,419606433.0,23620262377.49
139,603069.XSHG,海汽集团,24.81,17.982,16.894000000000002,15.0595,355967261.0,5737344560.890001
140,600573.XSHG,惠泉啤酒,7.23,5.74,6.253,6.513499999999999,131964403.0,911605078.4199998
141,000677.XSHE,恒天海龙,3.27,2.562,2.8050000000000006,2.9575000000000005,139924622.0,438809757.84999996
142,300267.XSHE,尔康制药,4.45,3.442,3.710000000000001,3.904000000000001,340857491.0,1417573533.9799998
143,002856.XSHE,美芝股份,17.17,13.528,14.876,15.5695,37241333.0,613070069.24
144,600814.XSHG,杭州解百,8.2,5.714,5.706,5.825,429880723.0,2672439648.91
145,600531.XSHG,豫光金铅,4.63,3.5100000000000002,3.7230000000000003,3.8055,325685084.0,1357041479.7199998
146,600198.XSHG,大唐电信,17.49,14.15,15.238999999999999,14.486500000000001,1790671016.0,27709651029.019997
147,300251.XSHE,光线传媒,13.05,10.290000000000001,10.875,11.150499999999997,508451751.0,5994701582.8
148,300693.XSHE,盛弘股份,27.15,19.094,19.418,19.029500000000006,116659104.0,2431027953.74
149,600700.XSHG,*ST数码,,,,,,
150,600125.XSHG,铁龙物流,6.17,4.9,5.2589999999999995,5.3294999999999995,356139633.0,2045106682.84
151,000423.XSHE,东阿阿胶,35.74,28.586000000000002,31.973000000000003,33.53450000000001,180059110.0,6306536301.29
152,002303.XSHE,美盈森,5.17,4.037999999999999,4.225,4.2894999999999985,458993122.0,2158124946.67
153,600300.XSHG,维维股份,3.29,2.572,2.782,2.9055,770224425.0,2379703891.3599997
154,002498.XSHE,汉缆股份,5.49,4.272,4.518000000000001,4.7545,1716457590.0,8684123346.22
155,300029.XSHE,天龙光电,5.94,4.678,5.103999999999999,5.333500000000002,68878793.0,389194270.27
156,603516.XSHG,淳中科技,41.82,32.245999999999995,35.114000000000004,36.05150000000001,51792184.0,1981937129.0199997
157,002722.XSHE,金轮股份,13.16,10.197999999999999,11.097999999999999,11.488000000000001,36034059.0,443440566.7
158,603303.XSHG,得邦照明,11.45,8.95,9.818000000000001,10.261,82768172.0,893349885.4100001
159,601609.XSHG,金田铜业,14.65,10.424,10.556000000000001,10.685500000000001,1013396348.0,11615132888.089998
160,603133.XSHG,碳元科技,19.95,15.534,16.58,17.060000000000002,109861832.0,2009122258.0699997
161,002760.XSHE,凤形股份,23.03,18.314,20.438,21.563,29516370.0,672806610.5
162,002323.XSHE,*ST雅博,2.57,2.052,2.214,2.431,50560819.0,127730857.24000001
163,600113.XSHG,浙江东日,7.18,5.646,6.069999999999999,6.324,292491187.0,1962517806.33
164,600973.XSHG,宝胜股份,4.4,3.4120000000000004,3.689,3.8240000000000003,180432308.0,740448725.46
165,002613.XSHE,北玻股份,5.64,4.354000000000001,4.51,4.102500000000001,1300983279.0,6071417628.34
166,600828.XSHG,茂业商业,5.27,4.002,4.134,4.271999999999999,546106376.0,2504104556.52
167,002276.XSHE,万马股份,8.48,6.436000000000002,6.845000000000001,7.0595,418446415.0,3201402418.5600004
168,002707.XSHE,众信旅游,10.84,7.744,7.685,7.415000000000001,801259417.0,6511342478.740001
169,002948.XSHE,青岛银行,5.61,4.516,4.758,4.769,493665577.0,2646649519.9100003
170,300229.XSHE,拓尔思,14.02,10.718,11.151,11.475000000000001,303531325.0,3716164078.3
171,002779.XSHE,中坚科技,15.64,12.312000000000001,13.440000000000001,13.804999999999998,19919287.0,293457623.95000005
172,002332.XSHE,仙琚制药,17.1,13.245999999999999,14.841,16.019,515287485.0,8663461002.75
173,603619.XSHG,中曼石油,14.16,10.916,11.715,12.118000000000002,107408144.0,1399509495.0199997
174,002699.XSHE,美盛文化,6.57,5.148000000000001,5.555000000000001,5.805,496601166.0,3048172866.2799997
175,600208.XSHG,新湖中宝,3.49,2.7600000000000002,2.9170000000000003,2.9534999999999996,1713637010.0,5530818887.31
176,300051.XSHE,三五互联,9.14,6.808,7.297,7.554499999999999,483602263.0,3864232360.0600004
177,600521.XSHG,华海药业,36.54,27.639999999999997,30.532000000000004,31.658499999999997,424873847.0,14197958069.909998
178,002575.XSHE,*ST群兴,3.55,2.7939999999999996,2.959,3.0539999999999994,190101795.0,605232799.13
179,603816.XSHG,顾家家居,55.2,43.239999999999995,45.408,45.03099999999999,87136668.0,4206999960.9799995
180,000667.XSHE,美好置业,3.16,2.46,2.628,2.7044999999999995,460778167.0,1332135619.87
181,600386.XSHG,北巴传媒,3.84,3.004,3.245,3.3785000000000003,154988286.0,558248046.8199999
182,002597.XSHE,金禾实业,24.75,19.47,21.236,21.853500000000004,113186856.0,2614112636.94
183,605288.XSHG,凯迪股份,127.88,99.888,109.80999999999999,116.5415,22603485.0,2786865696.03
184,300324.XSHE,旋极信息,7.56,5.786,6.136,6.4155,905108473.0,6170398376.150002
185,601339.XSHG,百隆东方,3.74,2.9680000000000004,3.215,3.351,204542886.0,731004025.4500002
186,603600.XSHG,永艺股份,12.15,9.448,10.279,10.633000000000001,248019698.0,2798573084.4000006
187,601177.XSHG,杭齿前进,8.73,6.8199999999999985,7.460000000000001,7.871999999999998,67130595.0,557734285.87
188,300631.XSHE,久吾高科,21.43,16.794,18.085,18.524499999999996,41498492.0,814088336.3400002
189,300713.XSHE,英可瑞,13.36,10.456,11.276,11.7255,35483913.0,442819570.18000007
190,002393.XSHE,力生制药,27.81,21.918,24.008000000000003,24.719,32539445.0,853339030.9100001
191,300691.XSHE,联合光电,17.39,13.556000000000001,14.454000000000002,14.979999999999999,59559289.0,951791300.71
192,300028.XSHE,金亚退,0.38,0.304,0.347,0.5070000000000002,144335610.0,56538604.06
193,688178.XSHG,万德斯,45.6,35.678000000000004,38.403000000000006,40.003499999999995,19872068.0,845520375.54
194,600568.XSHG,*ST中珠,1.19,0.954,1.079,1.1355000000000002,432767330.0,517595857.01
195,002346.XSHE,柘中股份,10.59,8.292,9.038,9.517500000000002,35190378.0,355589943.3400001
196,300181.XSHE,佐力药业,6.16,4.846,5.295999999999999,5.602999999999999,238794090.0,1419787164.89
197,002457.XSHE,青龙管业,11.42,8.356,8.139999999999999,7.836999999999999,441533487.0,4058916139.37
198,600822.XSHG,上海物贸,11.44,8.596,9.187999999999999,9.393,141245925.0,1430959367.95
199,600076.XSHG,康欣新材,3.65,2.846,3.067,3.1995,165798517.0,567721152.88
200,002351.XSHE,漫步者,23.56,18.556,19.863999999999997,20.217,1213959522.0,26043949779.659996
201,300423.XSHE,鲁亿通,13.55,10.656,11.508,12.121000000000002,99581268.0,1272177925.92
202,601208.XSHG,东材科技,7.97,5.914,6.2410000000000005,6.2565,251186791.0,1722938650.05
203,000060.XSHE,中金岭南,4.99,3.7800000000000002,3.811000000000001,3.789,1014632195.0,4417513331.23
204,601066.XSHG,中信建投,53.3,41.936,41.701,38.306,1276477110.0,54615037318.09
205,603386.XSHG,广东骏亚,15.74,12.296,13.342000000000002,13.649000000000001,49727804.0,733994107.56
206,300852.XSHE,四会富仕,,,,,,
207,300538.XSHE,同益股份,30.85,23.630000000000003,25.548,26.834999999999997,151117261.0,4294553635.6099997
208,300680.XSHE,隆盛科技,17.9,14.081999999999999,15.341,16.3595,213882238.0,3694761450.1000004
209,300166.XSHE,东方国信,15.47,11.758,12.3,13.267500000000002,845865112.0,11790892412.57
210,600979.XSHG,广安爱众,3.52,2.7,2.912,3.0010000000000003,126224621.0,409647612.36
211,300408.XSHE,三环集团,28.88,22.656,24.7,23.6645,511288902.0,12984868949.86
212,600545.XSHG,卓郎智能,5.3,4.152,4.442,4.619499999999999,235052378.0,1156055323.12
213,603109.XSHG,神驰机电,37.3,29.368000000000002,32.024,30.59049999999999,153492261.0,5137882613.809999
214,300768.XSHE,迪普科技,52.44,41.019999999999996,42.903999999999996,43.593999999999994,82002644.0,3819057831.6599994
215,603528.XSHG,多伦科技,11.88,8.792,9.561,10.056500000000002,252446158.0,2697768675.99
216,002788.XSHE,鹭燕医药,9.28,7.203999999999999,7.894999999999999,8.201,178947641.0,1551118562.19
217,002258.XSHE,利尔化学,20.61,15.972,16.867,17.1555,343518040.0,6262054957.9
218,002950.XSHE,奥美医疗,34.1,25.018,26.578000000000003,26.113999999999997,504149347.0,13969214116.599998
219,002331.XSHE,皖通科技,12.9,9.876,10.690000000000001,11.412,237365494.0,2920293783.860001
220,300326.XSHE,凯利泰,28.0,21.886000000000003,24.805,26.002500000000005,484501847.0,13267761257.869997
221,002827.XSHE,高争民爆,14.07,11.358,12.487,12.052000000000001,168100320.0,2144049166.7499998
222,002024.XSHE,苏宁易购,10.58,7.861999999999999,8.361,8.611,1070858971.0,9963798628.55
223,300745.XSHE,欣锐科技,20.41,15.766,17.099,17.928500000000003,30383087.0,577037300.24
224,600993.XSHG,马应龙,26.21,20.595999999999997,22.835,20.898,473155224.0,10978690478.93
225,600203.XSHG,福日电子,10.54,8.24,8.986,9.352,265837206.0,2641878583.5099998
226,300582.XSHE,英飞特,14.04,11.09,12.409,12.631499999999999,98753106.0,1317218561.31
227,300658.XSHE,延江股份,36.73,26.631999999999998,28.492,29.254,130011978.0,4030853830.87
228,300551.XSHE,古鳌科技,21.8,16.308,17.560000000000002,17.4065,93626353.0,1738013479.74
229,603590.XSHG,康辰药业,43.89,32.751999999999995,35.826,36.653499999999994,61665367.0,2386555862.13
230,688008.XSHG,澜起科技,116.3,90.83000000000001,95.79599999999999,93.16649999999998,99159362.0,10023180981.7
231,300502.XSHE,新易盛,68.0,52.955999999999996,57.331999999999994,56.2285,224321352.0,13048693137.259998
232,601933.XSHG,永辉超市,10.0,7.824000000000001,8.607,8.946,1919949988.0,18199154772.309998
233,600810.XSHG,神马股份,7.86,6.17,6.670999999999999,6.957000000000001,170151702.0,1266433386.9399996
234,600145.XSHG,*ST新亿,1.89,1.634,2.106,2.4780000000000006,1220500.0,2733499.0
235,300345.XSHE,红宇新材,8.43,6.462000000000001,6.840000000000001,6.786,173954372.0,1280001401.2099998
236,300522.XSHE,世名科技,19.46,15.356,16.59,17.221,79212668.0,1434384917.5099998
237,601008.XSHG,连云港,3.92,3.038,3.2310000000000003,3.3195,238879273.0,863142535.5400001
238,300392.XSHE,腾信股份,10.29,7.888,8.604,8.7795,385204659.0,3596651155.18
239,603918.XSHG,金桥信息,11.84,9.181999999999999,9.918000000000001,10.2555,54818759.0,601369914.1899999
240,300081.XSHE,恒信东方,9.88,7.598000000000001,8.116,8.465,187068964.0,1687671799.31
241,300062.XSHE,中能电气,5.77,4.49,4.871,5.042,126089251.0,677718214.2599999
242,600493.XSHG,凤竹纺织,5.34,4.19,4.57,4.786,60643672.0,308057668.51
243,600301.XSHG,ST南化,6.56,5.346,6.128000000000001,6.530500000000001,23207513.0,157952946.73
244,000930.XSHE,中粮科技,7.6,5.928,6.402999999999999,6.635000000000001,332838286.0,2365525162.63
245,002146.XSHE,荣盛发展,9.64,7.781999999999999,8.211,8.073500000000001,782782211.0,6971302369.8
246,000966.XSHE,长源电力,3.99,3.142,3.3939999999999997,3.5035,160831650.0,605594763.62
247,002521.XSHE,齐峰新材,5.86,4.593999999999999,4.9719999999999995,5.158499999999999,128693792.0,707695162.8199999
248,300761.XSHE,立华股份,42.35,32.885999999999996,35.836,37.23700000000001,41533296.0,1644032627.9199998
249,600279.XSHG,重庆港九,3.95,3.1,3.3520000000000003,3.4665,79436518.0,295698922.15000004
250,000848.XSHE,承德露露,7.71,6.101999999999999,6.6530000000000005,6.794500000000001,416679173.0,3020782608.16
251,603278.XSHG,大业股份,8.71,6.912000000000001,7.31,7.498,75433711.0,624693201.28
252,300741.XSHE,华宝股份,65.13,45.422,42.089999999999996,37.74150000000001,94147035.0,4137598933.3600006
253,002344.XSHE,海宁皮城,4.78,3.696,3.961,4.1225,647037020.0,2835248549.3900003
254,000788.XSHE,北大医药,7.45,5.834,6.369000000000001,6.6745,257640645.0,1825501946.6399999
255,300250.XSHE,初灵信息,14.78,11.45,12.311000000000003,12.721,100674161.0,1359220367.54
256,603967.XSHG,中创物流,15.7,12.363999999999999,13.484,14.016,48184061.0,721067864.28
257,300164.XSHE,通源石油,4.3,3.364,3.6389999999999993,3.7979999999999996,108890557.0,442250087.3
258,603059.XSHG,倍加洁,29.45,22.752000000000002,24.531000000000002,25.268,24910338.0,669613950.4399999
259,002014.XSHE,永新股份,10.08,8.004000000000001,8.751,8.931000000000001,79084465.0,755413347.3
260,000595.XSHE,*ST宝实,1.85,1.436,1.558,1.6299999999999997,180477482.0,312846175.59000003
261,600111.XSHG,北方稀土,12.31,8.966,9.234,9.395499999999998,1285980196.0,13579398085.439999
262,600378.XSHG,昊华科技,23.07,17.863999999999997,19.012999999999998,18.815,147218081.0,2947744336.59
263,688218.XSHG,江苏北人,30.35,23.47,25.167999999999996,26.226000000000006,29509704.0,824592256.3799999
264,300577.XSHE,开润股份,30.3,23.744,25.764,26.849,40558066.0,1160983564.51
265,300327.XSHE,中颖电子,35.45,27.815999999999995,30.224,30.380000000000003,191384363.0,6183613860.150001
266,603221.XSHG,爱丽家居,15.93,12.43,13.629,14.440999999999999,119481690.0,1843786383.59
267,600326.XSHG,西藏天路,8.32,6.374,6.8069999999999995,6.9704999999999995,506396845.0,3793575244.2600007
268,603030.XSHG,全筑股份,9.44,6.975999999999999,7.139999999999999,6.731,261491221.0,1957464243.4099998
269,002054.XSHE,德美化工,7.36,5.766,6.25,6.473999999999999,133928293.0,929400449.09
270,600197.XSHG,伊力特,20.5,15.532000000000002,17.441,17.5185,498349954.0,9187125908.94
271,000633.XSHE,合金投资,3.95,3.0700000000000003,3.3120000000000003,3.4615,87079018.0,320774815.93
272,300071.XSHE,华谊嘉信,2.48,1.936,2.074,2.2095,377383336.0,878776530.42
273,002809.XSHE,红墙股份,14.78,11.232000000000001,12.175999999999998,12.836500000000001,149127577.0,2023304335.2000005
274,000987.XSHE,越秀金控,19.47,13.703999999999999,12.991,12.1875,933611636.0,12906957952.78
275,002279.XSHE,久其软件,8.1,6.256,6.736,7.058999999999999,1093860650.0,8271867599.42
276,688168.XSHG,安博通,117.28,87.452,92.58,93.72899999999998,13616591.0,1371981680.48
277,000975.XSHE,银泰黄金,17.71,13.2,14.378,14.739500000000001,684047119.0,10735482666.71
278,600432.XSHG,退市吉恩,,,,,,
